Time,Colour_p4_01,Colour_p4_02,Colour_p4_03,Colour_p4_04,Colour_p4_05,Colour_p4_06,Colour_p4_07,Colour_p4_08,Colour_p4_09,Colour_p4_10
3.060,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.070,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.080,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.090,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.100,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.110,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.120,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.130,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.140,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.150,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.160,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.170,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.180,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.190,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.200,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.210,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.220,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.230,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.240,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.250,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.260,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.270,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.280,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.290,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.300,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.310,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.320,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.330,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.340,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.350,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.360,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.370,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.380,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.390,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.400,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.410,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.420,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.430,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.440,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.450,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.460,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.470,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.480,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.490,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.500,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.510,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.520,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.530,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.540,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.550,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.560,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.570,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.580,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.590,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.600,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.610,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.620,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.630,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.640,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.650,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.660,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.670,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.680,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.690,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.700,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.710,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.720,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.730,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.740,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.750,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.760,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.770,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.780,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.790,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.800,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.810,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.820,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.830,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.840,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.850,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.860,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.870,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.880,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.890,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.900,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.910,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.920,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.930,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.940,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.950,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.960,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.970,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.980,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
3.990,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.000,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.010,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.020,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.030,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.040,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.050,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.060,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.070,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.080,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.090,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.100,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.110,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.120,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.130,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.140,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.150,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.160,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.170,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.180,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.190,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.200,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.210,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.220,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.230,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.240,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.250,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.260,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.270,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.280,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.290,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.300,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.310,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.320,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.330,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.340,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.350,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.360,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.370,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.380,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.390,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.400,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.410,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.420,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.430,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.440,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.450,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.460,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.470,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.480,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.490,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.500,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.510,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.520,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.530,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.540,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.550,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.560,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.570,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.580,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.590,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.600,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.610,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.620,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.630,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.640,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.650,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.660,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.670,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.680,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.690,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.700,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.710,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.720,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.730,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.740,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.750,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.760,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.770,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.780,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.790,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.800,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.810,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.820,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.830,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.840,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.850,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.860,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.870,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.880,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.890,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.900,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.910,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.920,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.930,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.940,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.950,6.000,6.000,6.000,6.000,6.000,0.000,6.000,6.000,6.000,6.000,
4.960,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
4.970,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
4.980,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
4.990,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.000,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.010,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.020,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.030,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.040,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.050,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.060,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.070,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.080,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.090,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.100,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.110,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.120,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.130,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.140,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.150,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.160,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.170,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.180,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.190,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.200,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.210,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.220,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.230,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.240,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.250,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.260,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.270,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.280,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.290,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.300,6.000,6.000,6.000,6.000,6.000,1.000,6.000,6.000,6.000,6.000,
5.310,6.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.320,6.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.330,6.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.340,6.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.350,6.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.360,4.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.370,4.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.380,4.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.390,4.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.400,4.000,6.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.410,2.000,2.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.420,2.000,2.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.430,2.000,2.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.440,2.000,2.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.450,2.000,2.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.460,2.000,2.000,6.000,6.000,6.000,2.000,6.000,6.000,6.000,6.000,
5.470,2.000,2.000,6.000,6.000,6.000,2.000,2.000,6.000,6.000,6.000,
5.480,2.000,2.000,6.000,2.000,6.000,2.000,2.000,6.000,6.000,6.000,
5.490,2.000,2.000,6.000,2.000,6.000,2.000,2.000,6.000,6.000,6.000,
5.500,2.000,2.000,6.000,2.000,6.000,2.000,2.000,6.000,6.000,6.000,
5.510,2.000,2.000,6.000,2.000,6.000,6.000,2.000,6.000,6.000,6.000,
5.520,2.000,2.000,6.000,2.000,6.000,6.000,2.000,6.000,6.000,6.000,
5.530,2.000,2.000,6.000,2.000,6.000,6.000,2.000,6.000,6.000,4.000,
5.540,2.000,2.000,6.000,2.000,6.000,6.000,2.000,6.000,6.000,2.000,
5.550,2.000,2.000,6.000,2.000,6.000,6.000,2.000,6.000,6.000,2.000,
5.560,2.000,2.000,6.000,2.000,2.000,6.000,2.000,6.000,6.000,2.000,
5.570,2.000,2.000,4.000,2.000,2.000,6.000,2.000,6.000,6.000,2.000,
5.580,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.590,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.600,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.610,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.620,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.630,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.640,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.650,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.660,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.670,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.680,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.690,2.000,2.000,2.000,2.000,2.000,6.000,2.000,6.000,2.000,2.000,
5.700,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.710,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.720,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.730,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.740,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.750,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.760,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.770,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.780,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.790,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.800,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.810,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.820,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.830,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.840,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.850,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.860,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.870,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.880,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.890,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.900,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.910,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.920,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.930,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.940,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.950,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.960,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.970,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.980,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
5.990,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.000,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.010,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.020,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.030,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.040,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.050,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.060,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.070,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.080,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.090,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.100,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.110,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.120,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.130,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.140,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
